"business_date","hour_of_day","dining_unit_id","actual_demand","actual_staff_count","baseline_demand_forecast","event_adjusted_forecast","recommended_staff_count"
2024-08-24,19,3,100,5,89.6666666666666667,89.67,5
2024-08-24,19,4,64,3,48.6666666666666667,48.67,3
2024-08-24,20,1,93,4,72.0000000000000000,72.00,4
2024-08-24,20,2,68,3,45.3333333333333333,45.33,3
2024-08-24,20,3,95,4,93.6666666666666667,93.67,5
2024-08-24,20,4,61,3,74.0000000000000000,74.00,4
2024-08-24,21,1,69,3,43.6666666666666667,43.67,3
2024-08-24,21,2,79,3,64.3333333333333333,64.33,4
2024-08-24,21,3,114,5,100.6666666666666667,100.67,6
2024-08-24,21,4,116,5,86.6666666666666667,86.67,5
2024-08-24,22,1,99,4,74.6666666666666667,74.67,4
2024-08-24,22,2,52,3,63.6666666666666667,63.67,4
2024-08-24,22,3,70,3,64.0000000000000000,64.00,4
2024-08-24,22,4,56,3,59.0000000000000000,59.00,3
2024-08-24,23,1,60,3,67.6666666666666667,67.67,4
2024-08-24,23,2,32,3,47.0000000000000000,47.00,3
2024-08-24,23,3,44,3,55.6666666666666667,55.67,3
2024-08-24,23,4,78,3,72.3333333333333333,72.33,4
2024-08-25,0,1,85,4,87.6666666666666667,87.67,5
2024-08-25,0,2,62,3,74.3333333333333333,74.33,4
2024-08-25,0,3,110,5,73.6666666666666667,73.67,4
2024-08-25,0,4,50,3,76.0000000000000000,76.00,4
2024-08-25,1,1,48,3,68.0000000000000000,68.00,4
2024-08-25,1,2,119,5,92.6666666666666667,92.67,5
2024-08-25,1,3,41,3,54.0000000000000000,54.00,3
2024-08-25,1,4,30,3,70.0000000000000000,70.00,4
2024-08-25,2,1,96,4,80.0000000000000000,80.00,4
2024-08-25,2,2,75,3,47.3333333333333333,47.33,3
2024-08-25,2,3,44,3,74.0000000000000000,74.00,4
2024-08-25,2,4,109,5,88.0000000000000000,88.00,5
2024-08-25,3,1,69,3,81.0000000000000000,81.00,5
2024-08-25,3,2,20,3,57.0000000000000000,57.00,3
2024-08-25,3,3,51,3,64.3333333333333333,64.33,4
2024-08-25,3,4,108,5,78.6666666666666667,78.67,4
2024-08-25,4,1,101,5,100.3333333333333333,100.33,6
2024-08-25,4,2,65,3,73.0000000000000000,73.00,4
2024-08-25,4,3,110,5,83.0000000000000000,83.00,5
2024-08-25,4,4,63,3,59.3333333333333333,59.33,3
2024-08-25,5,1,98,4,79.3333333333333333,79.33,4
2024-08-25,5,2,64,3,84.3333333333333333,84.33,5
2024-08-25,5,3,93,4,60.3333333333333333,60.33,4
2024-08-25,5,4,79,3,73.6666666666666667,73.67,4
2024-08-25,6,1,58,3,74.0000000000000000,74.00,4
2024-08-25,6,2,93,4,81.6666666666666667,81.67,5
2024-08-25,6,3,71,3,67.3333333333333333,67.33,4
2024-08-25,6,4,115,5,70.3333333333333333,70.33,4
2024-08-25,7,1,116,5,61.6666666666666667,61.67,4
2024-08-25,7,2,34,3,82.0000000000000000,82.00,5
2024-08-25,7,3,34,3,67.3333333333333333,67.33,4
2024-08-25,7,4,36,3,66.3333333333333333,66.33,4
2024-08-25,8,1,43,3,63.0000000000000000,63.00,4
2024-08-25,8,2,49,3,61.0000000000000000,61.00,4
2024-08-25,8,3,79,3,61.3333333333333333,61.33,4
2024-08-25,8,4,24,3,65.3333333333333333,65.33,4
2024-08-25,9,1,30,3,56.3333333333333333,56.33,3
2024-08-25,9,2,91,4,87.6666666666666667,87.67,5
2024-08-25,9,3,67,3,72.0000000000000000,72.00,4
2024-08-25,9,4,90,4,73.3333333333333333,73.33,4
2024-08-25,10,1,25,3,48.0000000000000000,48.00,3
2024-08-25,10,2,74,3,92.3333333333333333,92.33,5
2024-08-25,10,3,70,3,83.0000000000000000,83.00,5
2024-08-25,10,4,25,3,43.6666666666666667,43.67,3
2024-08-25,11,1,57,3,91.3333333333333333,91.33,5
2024-08-25,11,2,112,5,97.3333333333333333,97.33,5
2024-08-25,11,3,45,3,71.0000000000000000,71.00,4
2024-08-25,11,4,33,3,56.3333333333333333,56.33,3
2024-08-25,12,1,42,3,59.6666666666666667,59.67,3
2024-08-25,12,2,28,3,29.3333333333333333,29.33,2
2024-08-25,12,3,48,3,77.6666666666666667,77.67,4
2024-08-25,12,4,76,3,79.0000000000000000,79.00,4
2024-08-25,13,1,58,3,66.0000000000000000,66.00,4
2024-08-25,13,2,114,5,65.0000000000000000,65.00,4
2024-08-25,13,3,39,3,66.6666666666666667,66.67,4
2024-08-25,13,4,64,3,65.6666666666666667,65.67,4
2024-08-25,14,1,114,5,84.6666666666666667,84.67,5
2024-08-25,14,2,84,4,60.0000000000000000,60.00,3
2024-08-25,14,3,58,3,73.0000000000000000,73.00,4
2024-08-25,14,4,119,5,70.3333333333333333,70.33,4
2024-08-25,15,1,58,3,53.6666666666666667,53.67,3
2024-08-25,15,2,27,3,57.6666666666666667,57.67,3
2024-08-25,15,3,84,4,93.6666666666666667,93.67,5
2024-08-25,15,4,107,5,90.0000000000000000,90.00,5
2024-08-25,16,1,90,4,76.3333333333333333,76.33,4
2024-08-25,16,2,63,3,81.3333333333333333,81.33,5
2024-08-25,16,3,33,3,76.6666666666666667,76.67,4
2024-08-25,16,4,50,3,69.0000000000000000,69.00,4
2024-08-25,17,1,60,3,67.6666666666666667,67.67,4
2024-08-25,17,2,29,3,64.0000000000000000,64.00,4
2024-08-25,17,3,49,3,57.3333333333333333,57.33,3
2024-08-25,17,4,90,4,80.3333333333333333,80.33,5
2024-08-25,18,1,98,4,56.6666666666666667,56.67,3
2024-08-25,18,2,58,3,82.0000000000000000,82.00,5
2024-08-25,18,3,73,3,73.3333333333333333,73.33,4
2024-08-25,18,4,108,5,72.6666666666666667,72.67,4
2024-08-25,19,1,60,3,76.0000000000000000,76.00,4
2024-08-25,19,2,76,3,56.3333333333333333,56.33,3
2024-08-25,19,3,26,3,49.3333333333333333,49.33,3
2024-08-25,19,4,27,3,63.0000000000000000,63.00,4
2024-08-25,20,1,117,5,68.0000000000000000,68.00,4
2024-08-25,20,2,34,3,54.3333333333333333,54.33,3
2024-08-25,20,3,65,3,79.6666666666666667,79.67,4
2024-08-25,20,4,62,3,57.0000000000000000,57.00,3
2024-08-25,21,1,22,3,51.3333333333333333,51.33,3
2024-08-25,21,2,80,4,66.6666666666666667,66.67,4
2024-08-25,21,3,116,5,78.6666666666666667,78.67,4
2024-08-25,21,4,25,3,65.6666666666666667,65.67,4
2024-08-25,22,1,44,3,72.3333333333333333,72.33,4
2024-08-25,22,2,60,3,71.6666666666666667,71.67,4
2024-08-25,22,3,65,3,54.3333333333333333,54.33,3
2024-08-25,22,4,67,3,77.3333333333333333,77.33,4
2024-08-25,23,1,104,5,80.6666666666666667,80.67,5
2024-08-25,23,2,84,4,79.0000000000000000,79.00,4
2024-08-25,23,3,46,3,61.0000000000000000,61.00,4
2024-08-25,23,4,89,4,66.0000000000000000,66.00,4
2024-08-26,0,1,79,3,68.3333333333333333,68.33,4
2024-08-26,0,2,46,3,59.3333333333333333,59.33,3
2024-08-26,0,3,55,3,88.6666666666666667,88.67,5
2024-08-26,0,4,76,3,55.6666666666666667,55.67,3
2024-08-26,1,1,82,4,74.6666666666666667,74.67,4
2024-08-26,1,2,86,4,76.3333333333333333,76.33,4
2024-08-26,1,3,78,3,61.6666666666666667,61.67,4
2024-08-26,1,4,96,4,101.3333333333333333,101.33,6
2024-08-26,2,1,58,3,51.0000000000000000,51.00,3
2024-08-26,2,2,116,5,80.6666666666666667,80.67,5
2024-08-26,2,3,63,3,73.0000000000000000,73.00,4
2024-08-26,2,4,89,4,88.6666666666666667,88.67,5
2024-08-26,3,1,115,5,83.3333333333333333,83.33,5
2024-08-26,3,2,44,3,62.6666666666666667,62.67,4
2024-08-26,3,3,86,4,91.3333333333333333,91.33,5
2024-08-26,3,4,59,3,62.0000000000000000,62.00,4
2024-08-26,4,1,60,3,92.6666666666666667,92.67,5
2024-08-26,4,2,119,5,56.3333333333333333,56.33,3
2024-08-26,4,3,63,3,39.3333333333333333,39.33,2
2024-08-26,4,4,49,3,60.0000000000000000,60.00,3
2024-08-26,5,1,118,5,97.6666666666666667,97.67,5
2024-08-26,5,2,73,3,74.0000000000000000,74.00,4
2024-08-26,5,3,101,5,88.0000000000000000,88.00,5
2024-08-26,5,4,73,3,60.6666666666666667,60.67,4
2024-08-26,6,1,83,4,73.3333333333333333,73.33,4
2024-08-26,6,2,100,5,53.3333333333333333,53.33,3
2024-08-26,6,3,95,4,77.3333333333333333,77.33,4
2024-08-26,6,4,35,3,74.6666666666666667,74.67,4
2024-08-26,7,1,80,4,76.3333333333333333,76.33,4
2024-08-26,7,2,110,5,70.6666666666666667,70.67,4
2024-08-26,7,3,90,4,71.3333333333333333,71.33,4
2024-08-26,7,4,23,3,71.6666666666666667,71.67,4
2024-08-26,8,1,119,5,74.0000000000000000,74.00,4
2024-08-26,8,2,101,5,102.0000000000000000,102.00,6
2024-08-26,8,3,62,3,79.6666666666666667,79.67,4
2024-08-26,8,4,21,3,55.0000000000000000,55.00,3
2024-08-26,9,1,34,3,50.0000000000000000,50.00,3
2024-08-26,9,2,101,5,72.3333333333333333,72.33,4
2024-08-26,9,3,98,4,70.0000000000000000,70.00,4
2024-08-26,9,4,53,3,64.6666666666666667,64.67,4
2024-08-26,10,1,90,4,102.0000000000000000,102.00,6
2024-08-26,10,2,62,3,72.0000000000000000,72.00,4
2024-08-26,10,3,37,3,43.3333333333333333,43.33,3
2024-08-26,10,4,80,4,83.0000000000000000,83.00,5
2024-08-26,11,1,30,3,51.0000000000000000,51.00,3
2024-08-26,11,2,117,5,52.3333333333333333,52.33,3
2024-08-26,11,3,47,3,41.0000000000000000,41.00,3
2024-08-26,11,4,27,3,52.6666666666666667,52.67,3
2024-08-26,12,1,83,4,53.6666666666666667,53.67,3
2024-08-26,12,2,119,5,60.0000000000000000,60.00,3
2024-08-26,12,3,22,3,44.0000000000000000,44.00,3
2024-08-26,12,4,73,3,70.6666666666666667,70.67,4
2024-08-26,13,1,73,3,89.0000000000000000,89.00,5
2024-08-26,13,2,117,5,86.0000000000000000,86.00,5
2024-08-26,13,3,65,3,82.6666666666666667,82.67,5
2024-08-26,13,4,55,3,74.6666666666666667,74.67,4
2024-08-26,14,1,101,5,76.6666666666666667,76.67,4
2024-08-26,14,2,87,4,74.6666666666666667,74.67,4
2024-08-26,14,3,52,3,80.3333333333333333,80.33,5
2024-08-26,14,4,55,3,50.0000000000000000,50.00,3
2024-08-26,15,1,82,4,61.0000000000000000,61.00,4
2024-08-26,15,2,57,3,85.6666666666666667,85.67,5
2024-08-26,15,3,28,3,71.0000000000000000,71.00,4
2024-08-26,15,4,74,3,52.0000000000000000,52.00,3
2024-08-26,16,1,71,3,72.0000000000000000,72.00,4
2024-08-26,16,2,34,3,65.0000000000000000,65.00,4
2024-08-26,16,3,69,3,56.0000000000000000,56.00,3
2024-08-26,16,4,32,3,58.3333333333333333,58.33,3
2024-08-26,17,1,66,3,69.3333333333333333,69.33,4
2024-08-26,17,2,31,3,68.6666666666666667,68.67,4
2024-08-26,17,3,78,3,79.6666666666666667,79.67,4
2024-08-26,17,4,89,4,102.0000000000000000,102.00,6
2024-08-26,18,1,62,3,49.3333333333333333,49.33,3
2024-08-26,18,2,98,4,88.3333333333333333,88.33,5
2024-08-26,18,3,53,3,75.3333333333333333,75.33,4
2024-08-26,18,4,51,3,43.3333333333333333,43.33,3
2024-08-26,19,1,75,3,45.3333333333333333,45.33,3
2024-08-26,19,2,36,3,64.3333333333333333,64.33,4
2024-08-26,19,3,67,3,44.6666666666666667,44.67,3
2024-08-26,19,4,20,3,73.0000000000000000,73.00,4
2024-08-26,20,1,117,5,76.3333333333333333,76.33,4
2024-08-26,20,2,60,3,86.0000000000000000,86.00,5
2024-08-26,20,3,58,3,65.0000000000000000,65.00,4
2024-08-26,20,4,75,3,79.6666666666666667,79.67,4
2024-08-26,21,1,22,3,59.6666666666666667,59.67,3
2024-08-26,21,2,45,3,56.0000000000000000,56.00,3
2024-08-26,21,3,65,3,52.6666666666666667,52.67,3
2024-08-26,21,4,54,3,69.3333333333333333,69.33,4
2024-08-26,22,1,71,3,84.0000000000000000,84.00,5
2024-08-26,22,2,93,4,85.6666666666666667,85.67,5
2024-08-26,22,3,58,3,73.0000000000000000,73.00,4
2024-08-26,22,4,100,5,83.6666666666666667,83.67,5
2024-08-26,23,1,100,5,92.6666666666666667,92.67,5
2024-08-26,23,2,65,3,54.6666666666666667,54.67,3
2024-08-26,23,3,22,3,55.6666666666666667,55.67,3
2024-08-26,23,4,89,4,88.3333333333333333,88.33,5
2024-08-27,0,1,89,4,58.2500000000000000,58.25,3
2024-08-27,0,2,68,3,78.0000000000000000,78.00,4
2024-08-27,0,3,73,3,72.2500000000000000,72.25,4
2024-08-27,0,4,97,4,87.2500000000000000,87.25,5
2024-08-27,1,1,35,3,59.5000000000000000,59.50,3
2024-08-27,1,2,117,5,84.0000000000000000,84.00,5
2024-08-27,1,3,67,3,66.7500000000000000,66.75,4
2024-08-27,1,4,71,3,63.0000000000000000,63.00,4
2024-08-27,2,1,109,5,92.5000000000000000,92.50,5
2024-08-27,2,2,115,5,91.2500000000000000,91.25,5
2024-08-27,2,3,23,3,70.0000000000000000,70.00,4
2024-08-27,2,4,118,5,79.5000000000000000,79.50,4
2024-08-27,3,1,21,3,52.2500000000000000,52.25,3
2024-08-27,3,2,67,3,48.7500000000000000,48.75,3
2024-08-27,3,3,47,3,53.0000000000000000,53.00,3
2024-08-27,3,4,32,3,60.7500000000000000,60.75,4
2024-08-27,4,1,91,4,89.2500000000000000,89.25,5
2024-08-27,4,2,118,5,70.2500000000000000,70.25,4
2024-08-27,4,3,77,3,71.2500000000000000,71.25,4
2024-08-27,4,4,108,5,104.0000000000000000,104.00,6
2024-08-27,5,1,33,3,66.0000000000000000,66.00,4
2024-08-27,5,2,116,5,89.7500000000000000,89.75,5
2024-08-27,5,3,89,4,48.0000000000000000,48.00,3
2024-08-27,5,4,56,3,85.0000000000000000,85.00,5
2024-08-27,6,1,107,5,76.5000000000000000,76.50,4
2024-08-27,6,2,110,5,71.2500000000000000,71.25,4
2024-08-27,6,3,38,3,37.2500000000000000,37.25,2
2024-08-27,6,4,66,3,79.0000000000000000,79.00,4
2024-08-27,7,1,118,5,78.0000000000000000,78.00,4
2024-08-27,7,2,47,3,51.5000000000000000,51.50,3
2024-08-27,7,3,66,3,55.7500000000000000,55.75,3
2024-08-27,7,4,62,3,75.5000000000000000,75.50,4
2024-08-27,8,1,22,3,30.0000000000000000,30.00,2
2024-08-27,8,2,79,3,62.7500000000000000,62.75,4
2024-08-27,8,3,109,5,78.2500000000000000,78.25,4
2024-08-27,8,4,88,4,64.7500000000000000,64.75,4
2024-08-27,9,1,50,3,61.0000000000000000,61.00,4
2024-08-27,9,2,39,3,75.0000000000000000,75.00,4
2024-08-27,9,3,117,5,102.7500000000000000,102.75,6
2024-08-27,9,4,57,3,58.2500000000000000,58.25,3
2024-08-27,10,1,30,3,47.7500000000000000,47.75,3
2024-08-27,10,2,69,3,76.7500000000000000,76.75,4
2024-08-27,10,3,64,3,60.5000000000000000,60.50,4
2024-08-27,10,4,90,4,60.5000000000000000,60.50,4
2024-08-27,11,1,43,3,43.2500000000000000,43.25,3
2024-08-27,11,2,24,3,47.2500000000000000,47.25,3
2024-08-27,11,3,54,3,65.7500000000000000,65.75,4
2024-08-27,11,4,106,5,55.7500000000000000,55.75,3
2024-08-27,12,1,29,3,58.7500000000000000,58.75,3
2024-08-27,12,2,45,3,72.5000000000000000,72.50,4
2024-08-27,12,3,107,5,78.2500000000000000,78.25,4
2024-08-27,12,4,21,3,74.7500000000000000,74.75,4
2024-08-27,13,1,92,4,87.0000000000000000,87.00,5
2024-08-27,13,2,114,5,77.5000000000000000,77.50,4
2024-08-27,13,3,92,4,60.7500000000000000,60.75,4
2024-08-27,13,4,21,3,64.0000000000000000,64.00,4
2024-08-27,14,1,90,4,85.5000000000000000,85.50,5
2024-08-27,14,2,42,3,63.2500000000000000,63.25,4
2024-08-27,14,3,108,5,85.2500000000000000,85.25,5
2024-08-27,14,4,98,4,77.2500000000000000,77.25,4
2024-08-27,15,1,80,4,61.5000000000000000,61.50,4
2024-08-27,15,2,90,4,60.5000000000000000,60.50,4
2024-08-27,15,3,69,3,74.0000000000000000,74.00,4
2024-08-27,15,4,53,3,55.7500000000000000,55.75,3
2024-08-27,16,1,58,3,66.5000000000000000,66.50,4
2024-08-27,16,2,78,3,82.5000000000000000,82.50,5
2024-08-27,16,3,34,3,60.7500000000000000,60.75,4
2024-08-27,16,4,93,4,78.0000000000000000,78.00,4
2024-08-27,17,1,111,5,68.5000000000000000,68.50,4
2024-08-27,17,2,70,3,59.0000000000000000,59.00,3
2024-08-27,17,3,51,3,50.0000000000000000,50.00,3
2024-08-27,17,4,78,3,73.0000000000000000,73.00,4
2024-08-27,18,1,33,3,55.5000000000000000,55.50,3
2024-08-27,18,2,103,5,52.2500000000000000,52.25,3
2024-08-27,18,3,53,3,94.5000000000000000,94.50,5
2024-08-27,18,4,47,3,47.7500000000000000,47.75,3
2024-08-27,19,1,26,3,64.5000000000000000,64.50,4
2024-08-27,19,2,64,3,60.0000000000000000,60.00,3
2024-08-27,19,3,54,3,61.7500000000000000,61.75,4
2024-08-27,19,4,40,3,78.0000000000000000,78.00,4
2024-08-27,20,1,29,3,42.2500000000000000,42.25,3
2024-08-27,20,2,34,3,68.5000000000000000,68.50,4
2024-08-27,20,3,25,3,52.7500000000000000,52.75,3
2024-08-27,20,4,58,3,44.5000000000000000,44.50,3
2024-08-27,21,1,119,5,77.7500000000000000,77.75,4
2024-08-27,21,2,53,3,65.2500000000000000,65.25,4
2024-08-27,21,3,71,3,67.7500000000000000,67.75,4
2024-08-27,21,4,97,4,78.7500000000000000,78.75,4
2024-08-27,22,1,52,3,71.2500000000000000,71.25,4
2024-08-27,22,2,58,3,44.2500000000000000,44.25,3
2024-08-27,22,3,98,4,62.7500000000000000,62.75,4
2024-08-27,22,4,23,3,67.5000000000000000,67.50,4
2024-08-27,23,1,119,5,99.2500000000000000,99.25,5
2024-08-27,23,2,115,5,84.0000000000000000,84.00,5
2024-08-27,23,3,73,3,74.7500000000000000,74.75,4
2024-08-27,23,4,72,3,51.0000000000000000,51.00,3
2024-08-28,0,1,88,4,57.6666666666666667,57.67,3
2024-08-28,0,2,59,3,68.3333333333333333,68.33,4
2024-08-28,0,3,47,3,60.0000000000000000,60.00,3
2024-08-28,0,4,105,5,71.3333333333333333,71.33,4
2024-08-28,1,1,25,3,56.3333333333333333,56.33,3
2024-08-28,1,2,88,4,88.0000000000000000,88.00,5
2024-08-28,1,3,78,3,47.6666666666666667,47.67,3
2024-08-28,1,4,87,4,99.3333333333333333,99.33,5
2024-08-28,2,1,20,3,59.6666666666666667,59.67,3
2024-08-28,2,2,60,3,88.0000000000000000,88.00,5
2024-08-28,2,3,71,3,80.0000000000000000,80.00,4
2024-08-28,2,4,32,3,54.3333333333333333,54.33,3
2024-08-28,3,1,80,4,62.3333333333333333,62.33,4
2024-08-28,3,2,81,4,60.0000000000000000,60.00,3
2024-08-28,3,3,78,3,99.0000000000000000,99.00,5
2024-08-28,3,4,80,4,72.3333333333333333,72.33,4
2024-08-28,4,1,53,3,49.0000000000000000,49.00,3
2024-08-28,4,2,116,5,74.6666666666666667,74.67,4
2024-08-28,4,3,95,4,91.3333333333333333,91.33,5
2024-08-28,4,4,103,5,92.0000000000000000,92.00,5
2024-08-28,5,1,35,3,54.3333333333333333,54.33,3
2024-08-28,5,2,80,4,82.3333333333333333,82.33,5
2024-08-28,5,3,112,5,112.3333333333333333,112.33,6
2024-08-28,5,4,47,3,86.6666666666666667,86.67,5
2024-08-28,6,1,22,3,79.0000000000000000,79.00,4
2024-08-28,6,2,111,5,108.6666666666666667,108.67,6
2024-08-28,6,3,101,5,81.3333333333333333,81.33,5
2024-08-28,6,4,106,5,108.0000000000000000,108.00,6
2024-08-28,7,1,92,4,69.0000000000000000,69.00,4
2024-08-28,7,2,48,3,72.6666666666666667,72.67,4
2024-08-28,7,3,50,3,33.6666666666666667,33.67,2
2024-08-28,7,4,58,3,94.0000000000000000,94.00,5
2024-08-28,8,1,103,5,69.0000000000000000,69.00,4
2024-08-28,8,2,33,3,72.0000000000000000,72.00,4
2024-08-28,8,3,70,3,64.3333333333333333,64.33,4
2024-08-28,8,4,62,3,81.3333333333333333,81.33,5
2024-08-28,9,1,103,5,71.0000000000000000,71.00,4
2024-08-28,9,2,114,5,72.3333333333333333,72.33,4
2024-08-28,9,3,75,3,77.6666666666666667,77.67,4
2024-08-28,9,4,71,3,70.6666666666666667,70.67,4
2024-08-28,10,1,43,3,76.6666666666666667,76.67,4
2024-08-28,10,2,26,3,50.0000000000000000,50.00,3
2024-08-28,10,3,39,3,72.6666666666666667,72.67,4
2024-08-28,10,4,107,5,103.3333333333333333,103.33,6
2024-08-28,11,1,116,5,71.6666666666666667,71.67,4
2024-08-28,11,2,41,3,58.0000000000000000,58.00,3
2024-08-28,11,3,80,4,65.0000000000000000,65.00,4
2024-08-28,11,4,46,3,56.0000000000000000,56.00,3
2024-08-28,12,1,57,3,62.3333333333333333,62.33,4
2024-08-28,12,2,51,3,70.3333333333333333,70.33,4
2024-08-28,12,3,22,3,64.0000000000000000,64.00,4
2024-08-28,12,4,49,3,63.6666666666666667,63.67,4
2024-08-28,13,1,38,3,54.3333333333333333,54.33,3
2024-08-28,13,2,58,3,53.6666666666666667,53.67,3
2024-08-28,13,3,46,3,83.0000000000000000,83.00,5
2024-08-28,13,4,36,3,53.3333333333333333,53.33,3
2024-08-28,14,1,29,3,65.6666666666666667,65.67,4
2024-08-28,14,2,49,3,76.3333333333333333,76.33,4
2024-08-28,14,3,115,5,70.3333333333333333,70.33,4
2024-08-28,14,4,90,4,48.6666666666666667,48.67,3
2024-08-28,15,1,116,5,98.6666666666666667,98.67,5
2024-08-28,15,2,90,4,75.0000000000000000,75.00,4
2024-08-28,15,3,96,4,59.0000000000000000,59.00,3
2024-08-28,15,4,102,5,90.6666666666666667,90.67,5
2024-08-28,16,1,21,3,73.6666666666666667,73.67,4
2024-08-28,16,2,89,4,68.3333333333333333,68.33,4
2024-08-28,16,3,73,3,51.3333333333333333,51.33,3
2024-08-28,16,4,111,5,54.6666666666666667,54.67,3
2024-08-28,17,1,76,3,79.6666666666666667,79.67,4
2024-08-28,17,2,107,5,71.6666666666666667,71.67,4
2024-08-28,17,3,90,4,67.6666666666666667,67.67,4
2024-08-28,17,4,82,4,75.3333333333333333,75.33,4
2024-08-28,18,1,97,4,96.3333333333333333,96.33,5
2024-08-28,18,2,108,5,89.0000000000000000,89.00,5
2024-08-28,18,3,96,4,63.6666666666666667,63.67,4
2024-08-28,18,4,111,5,87.6666666666666667,87.67,5
2024-08-28,19,1,105,5,87.6666666666666667,87.67,5
2024-08-28,19,2,56,3,40.6666666666666667,40.67,3
2024-08-28,19,3,115,5,67.0000000000000000,67.00,4
2024-08-28,19,4,95,4,75.6666666666666667,75.67,4
2024-08-28,20,1,70,3,77.6666666666666667,77.67,4
2024-08-28,20,2,45,3,56.0000000000000000,56.00,3
2024-08-28,20,3,86,4,61.0000000000000000,61.00,4
2024-08-28,20,4,47,3,75.6666666666666667,75.67,4
2024-08-28,21,1,57,3,61.0000000000000000,61.00,4
2024-08-28,21,2,27,3,65.6666666666666667,65.67,4
2024-08-28,21,3,118,5,99.0000000000000000,99.00,5
2024-08-28,21,4,81,4,80.6666666666666667,80.67,5
2024-08-28,22,1,115,5,83.3333333333333333,83.33,5
2024-08-28,22,2,34,3,60.3333333333333333,60.33,4
2024-08-28,22,3,35,3,57.6666666666666667,57.67,3
2024-08-28,22,4,105,5,68.3333333333333333,68.33,4
2024-08-28,23,1,93,4,88.0000000000000000,88.00,5
2024-08-28,23,2,49,3,83.3333333333333333,83.33,5
2024-08-28,23,3,118,5,84.6666666666666667,84.67,5
2024-08-28,23,4,58,3,84.6666666666666667,84.67,5
2024-08-29,0,1,108,5,90.3333333333333333,90.33,5
2024-08-29,0,2,105,5,105.6666666666666667,105.67,6
2024-08-29,0,3,73,3,79.0000000000000000,79.00,4
2024-08-29,0,4,22,3,62.6666666666666667,62.67,4
2024-08-29,1,1,109,5,103.6666666666666667,103.67,6
2024-08-29,1,2,82,4,59.0000000000000000,59.00,3
2024-08-29,1,3,87,4,62.6666666666666667,62.67,4
2024-08-29,1,4,42,3,72.3333333333333333,72.33,4
2024-08-29,2,1,36,3,55.6666666666666667,55.67,3
2024-08-29,2,2,35,3,65.0000000000000000,65.00,4
2024-08-29,2,3,22,3,55.0000000000000000,55.00,3
2024-08-29,2,4,61,3,62.6666666666666667,62.67,4
2024-08-29,3,1,65,3,83.0000000000000000,83.00,5
2024-08-29,3,2,76,3,66.6666666666666667,66.67,4
2024-08-29,3,3,25,3,48.6666666666666667,48.67,3
2024-08-29,3,4,103,5,93.6666666666666667,93.67,5
2024-08-29,4,1,46,3,48.6666666666666667,48.67,3
2024-08-29,4,2,59,3,43.0000000000000000,43.00,3
2024-08-29,4,3,21,3,59.0000000000000000,59.00,3
2024-08-29,4,4,69,3,75.0000000000000000,75.00,4
2024-08-29,5,1,35,3,82.6666666666666667,82.67,5
2024-08-29,5,2,71,3,54.6666666666666667,54.67,3
2024-08-29,5,3,42,3,86.0000000000000000,86.00,5
2024-08-29,5,4,81,4,65.0000000000000000,65.00,4
2024-08-29,6,1,69,3,50.3333333333333333,50.33,3
2024-08-29,6,2,34,3,79.0000000000000000,79.00,4
2024-08-29,6,3,64,3,69.6666666666666667,69.67,4
2024-08-29,6,4,41,3,35.0000000000000000,35.00,2
2024-08-29,7,1,116,5,94.0000000000000000,94.00,5
2024-08-29,7,2,26,3,58.0000000000000000,58.00,3
2024-08-29,7,3,85,4,73.0000000000000000,73.00,4
2024-08-29,7,4,108,5,62.0000000000000000,62.00,4
2024-08-29,8,1,73,3,45.0000000000000000,45.00,3
2024-08-29,8,2,80,4,72.6666666666666667,72.67,4
2024-08-29,8,3,82,4,61.6666666666666667,61.67,4
2024-08-29,8,4,97,4,71.6666666666666667,71.67,4
2024-08-29,9,1,25,3,29.0000000000000000,29.00,2
2024-08-29,9,2,116,5,104.0000000000000000,104.00,6
2024-08-29,9,3,107,5,103.3333333333333333,103.33,6
2024-08-29,9,4,42,3,83.6666666666666667,83.67,5
2024-08-29,10,1,35,3,68.6666666666666667,68.67,4
2024-08-29,10,2,49,3,52.6666666666666667,52.67,3
2024-08-29,10,3,70,3,69.0000000000000000,69.00,4
2024-08-29,10,4,65,3,66.6666666666666667,66.67,4
2024-08-29,11,1,88,4,64.0000000000000000,64.00,4
2024-08-29,11,2,31,3,38.6666666666666667,38.67,2
2024-08-29,11,3,63,3,66.3333333333333333,66.33,4
2024-08-29,11,4,118,5,63.0000000000000000,63.00,4
2024-08-29,12,1,29,3,43.3333333333333333,43.33,3
2024-08-29,12,2,119,5,81.3333333333333333,81.33,5
2024-08-29,12,3,118,5,81.6666666666666667,81.67,5
2024-08-29,12,4,77,3,75.0000000000000000,75.00,4
2024-08-29,13,1,24,3,43.0000000000000000,43.00,3
2024-08-29,13,2,116,5,68.0000000000000000,68.00,4
2024-08-29,13,3,46,3,67.0000000000000000,67.00,4
2024-08-29,13,4,112,5,75.6666666666666667,75.67,4
2024-08-29,14,1,53,3,72.6666666666666667,72.67,4
2024-08-29,14,2,84,4,62.6666666666666667,62.67,4
2024-08-29,14,3,23,3,65.6666666666666667,65.67,4
2024-08-29,14,4,53,3,59.3333333333333333,59.33,3
2024-08-29,15,1,41,3,57.6666666666666667,57.67,3
2024-08-29,15,2,69,3,91.0000000000000000,91.00,5
